0		-0.00395
1		-0.0029
2		-0.0058
3		-0.0018
4		-0.00295
5		-0.0016
6		-0.0001
7		-0.00315
8		0.0099
9		0.0107
10		0.0071
11		0.0067
12		0.00755
13		-0.00315
14		0.00145
15		-0.0104
16		-0.0094
17		-0.0135
18		-0.00625
19		0.00375
20		0.01125
21		0.01025
22		0.00205
23		-0.00055
24		-0.0038
25		0.01315
26		0.01465
27		0.01195
28		0.02085
29		0.01855
30		0.0109
31		0.00725
32		0.0115
33		0.0016
34		-0.00885
35		-0.01345
36		-0.009
37		-0.0123
38		-0.00515
39		-0.00615
40		0.0056
41		-0.00205
42		-0.0002
43		0.0053
44		0.00385
45		0.00055
46		0.00345
47		-0.00035
48		0.0046
49		-0.0004
50		0.0126
51		0.0163
52		0.0154
53		0.0006
54		0.0016
55		0.0061
56		0.00605
57		-0.0053
58		0.00065
59		0.0042
60		0.0009
61		0.00705
62		0.00445
63		-0.00185
64		-0.00985
65		-0.0173
66		-0.0068
67		0.0037
68		0.00985
69		0.00585
70		0.00495
71		-0.0037
72		-0.0061
73		-0.00315
74		-0.01445
75		-0.0083
76		-0.01125
77		-0.01625
78		-0.00365
79		-0.0105
80		-0.0215
81		-0.018
82		-0.01505
83		-0.0164
84		-0.0142
85		-0.00595
86		-0.002
87		-0.007
88		-0.0054
89		-0.00685
90		0.0094
91		0.01285
92		0.0086
93		0.00575
94		0.00725
95		-0.00045
96		0.0034
97		-0.00595
98		-0.00265
99		0.00815
100		0.0073
101		0.0033
102		0.00625
103		0.00925
104		0.00725
105		0.00145
106		0.0064
107		-0.00415
108		-0.00885
109		-0.0056
110		-0.0079
111		0.0005
112		-0.0049
113		-0.00125
114		-0.00335
115		0.00145
116		0.002
117		0.00635
118		0.0063
119		0.00605
120		0.00215
121		-0.0101
122		-0.00505
123		-0.00435
124		-0.0102
125		0.0051
126		-0.0085
127		-0.00065
128		-0.00445
129		-0.00805
130		-0.0068
131		0.0018
132		-0.00055
133		0.00775
134		0.01115
135		0.00545
136		0.0043
137		-0.0013
138		0.00575
139		0.00475
140		0.00815
141		-0.001
142		-0.0075
143		-0.0141
144		-0.01025
145		-0.005
146		-0.00395
147		-0.0108
148		-0.0088
149		-0.00395
150		0.01055
151		0.0138
152		0.01215
153		0.0085
154		0.00015
155		0.0077
156		0.0048
157		0.0082
158		0.005
159		-0.0037
160		-0.00755
161		0.0011
162		0.0019
163		0.00625
164		-5E-05
165		-0.0026
166		-0.0092
167		-0.0092
168		-0.0035
169		-0.0151
170		-0.0088
171		-0.0024
172		0.003
173		-0.0008
174		0.00465
175		0.00295
176		-0.00335
177		-0.0044
178		0.0049
179		-0.00015
180		-0.0081
181		-0.0008
182		0.0059
183		0.0046
184		0.01355
185		0.0088
186		0.0033
